"URI"
"https://w3id.org/icon/data/OBJ1110"
"https://w3id.org/icon/data/ART1029-IMG1"
"https://w3id.org/icon/data/ART1009test-PREICREC27"
"https://w3id.org/icon/data/ART1201"
"https://w3id.org/icon/data/ART1417-ICONOLREC5"
"https://w3id.org/icon/data/ART1196-ICREC1-5"
"https://w3id.org/icon/data/ART1197-ICREC1"
"https://w3id.org/icon/data/person/atalanta-baglioni"
"https://w3id.org/icon/data/ART1272-AM12"
"https://w3id.org/icon/data/OBJ1478"
"http://vocab.getty.edu/tgn/7004334"
"http://vocab.getty.edu/aat/300020768"
"http://vocab.getty.edu/aat/300015578"
"http://vocab.getty.edu/tgn/1000070"
"http://vocab.getty.edu/tgn/7010273"
"http://vocab.getty.edu/tgn/7012149"
"http://www.wikidata.org/entity/Q15632617"
"http://vocab.getty.edu/tgn/7004474"
"http://vocab.getty.edu/tgn/7016845"
"https://orcid.org/0000-0002-5636-8328"
