"Entity";"Score"
"crm:E22_Human_Made_Object";"0.5094816687737043"
"icon:Artwork";"0.5155763239875389"
"icon:PreiconographicalRecognition";"0.6612277714718123"
"icon:FormalMotifRecognition";"0.7714285714285715"
"icon:IconographicalRecognition";"0.6711711711711712"
"icon:IconologicalRecognition";"0.8260485651214129"
