"Artwork","Subject2","Type"
"http://icondataset.org/ART1130","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1414","http://icondataset.org/companion-of-serapis","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1036","http://icondataset.org/mars","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1265","http://icondataset.org/saturn","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1323","http://icondataset.org/blindfold-cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1131","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1311","http://icondataset.org/blindfold-cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1002","http://icondataset.org/orpheus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1318","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1318","http://icondataset.org/anteros","http://www.cidoc-crm.org/cidoc-crm/E35_Title"
"http://icondataset.org/ART1318","http://icondataset.org/anteros","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1249","http://icondataset.org/satyr","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1249","http://icondataset.org/centaur","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1041","http://icondataset.org/pluto","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1041","http://icondataset.org/bacchus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1041","http://icondataset.org/mercury","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1041","http://icondataset.org/pluto","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1129","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1137","http://icondataset.org/mithras","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1142","http://icondataset.org/people/virgil","http://www.cidoc-crm.org/cidoc-crm/E21_Person"
"http://icondataset.org/ART1142","http://icondataset.org/people/virgil","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1205","http://icondataset.org/erato","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1120","http://icondataset.org/pygmalion","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1122","http://icondataset.org/venus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1122","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1297","http://icondataset.org/dieu-amour","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1033","http://icondataset.org/mercury","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1033","http://icondataset.org/the-children-of-mercury","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1423","http://icondataset.org/apollo","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1423","http://icondataset.org/companion-of-serapis","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1423","http://icondataset.org/apollo","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1044","http://icondataset.org/venus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1044","http://icondataset.org/the-three-graces","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1056","http://icondataset.org/polyxena","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1236","http://icondataset.org/saint-john-the-evangelist","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1138","http://icondataset.org/mithras","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1288","http://icondataset.org/venus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1288","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1382","http://icondataset.org/phaeton","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1382","http://icondataset.org/jupiter","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1459","http://icondataset.org/sol-iustitiae","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1160","http://icondataset.org/saint-anne","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1160","http://icondataset.org/mary","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1160","http://icondataset.org/joachim","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1431","http://icondataset.org/hespontine-sibyl","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1055","http://icondataset.org/polyxena","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1266","http://icondataset.org/saturn","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1078","http://icondataset.org/saint-mark","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1008test","http://icondataset.org/mary","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1008test","http://icondataset.org/archangel-gabriel","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1008test","http://icondataset.org/god","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1013test","http://icondataset.org/salamander","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1379","http://icondataset.org/tityus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1353","http://icondataset.org/bishop-simone-saltarelli","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1200","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1446","http://icondataset.org/hercules","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1446","http://icondataset.org/hercules","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1068","http://icondataset.org/eve","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1104","http://icondataset.org/the-resurrected","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1034","http://icondataset.org/the-children-of-mercury","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1034","http://icondataset.org/mercury","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1413","http://icondataset.org/companion-of-serapis","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1191","http://icondataset.org/david","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1031","http://icondataset.org/the-children-of-each-planet","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1031","http://icondataset.org/planetary-deities","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1028","http://icondataset.org/planetary-deities","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1021","http://icondataset.org/mercury","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1021","http://icondataset.org/argus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1195","http://icondataset.org/vulcan","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1195","http://icondataset.org/nymphs","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1195","http://icondataset.org/hylas","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1324","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1324","http://icondataset.org/anteros","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1324","http://icondataset.org/anteros","http://www.cidoc-crm.org/cidoc-crm/E35_Title"
"http://icondataset.org/ART1004","http://icondataset.org/christ","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1051","http://icondataset.org/mercury","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1458","http://icondataset.org/christ","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1525","http://icondataset.org/bacchus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1525","http://icondataset.org/apollo","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1525","http://icondataset.org/pluto","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1525","http://icondataset.org/jupiter","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1525","http://icondataset.org/mars","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1525","http://icondataset.org/pluto","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1525","http://icondataset.org/apollo","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1032","http://icondataset.org/the-children-of-saturn","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1418","http://icondataset.org/companion-of-serapis","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1127","http://icondataset.org/satyr","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1267","http://icondataset.org/jupiter","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1267","http://icondataset.org/saturn","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1001","http://icondataset.org/hercules","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1001","http://icondataset.org/hercules","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1126","http://icondataset.org/hercules","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1126","http://icondataset.org/hercules","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1240","http://icondataset.org/dido","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1240","http://icondataset.org/dido","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1240","http://icondataset.org/aeneas","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1339","http://icondataset.org/blindfold-cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1339","http://icondataset.org/venus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1339","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1339","http://icondataset.org/venus-verticordia","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1017test","http://icondataset.org/satan","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1017test","http://icondataset.org/christ","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1232","http://icondataset.org/christ-as-a-child","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1454","http://icondataset.org/mercury","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1383","http://icondataset.org/phaeton","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1383","http://icondataset.org/jupiter","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1539","http://icondataset.org/prophet","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1539","http://icondataset.org/leach","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1539","http://icondataset.org/pope-julius-ii","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1539","http://icondataset.org/rachel","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1539","http://icondataset.org/mary","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1539","http://icondataset.org/christ-as-a-child","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1539","http://icondataset.org/moses","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1539","http://icondataset.org/sybil","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1141","http://icondataset.org/people/virgil","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1141","http://icondataset.org/people/virgil","http://www.cidoc-crm.org/cidoc-crm/E21_Person"
"http://icondataset.org/ART1512","http://icondataset.org/europa","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1512","http://icondataset.org/apollo","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1512","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1512","http://icondataset.org/europas-companions","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1512","http://icondataset.org/apollo","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1196","http://icondataset.org/aeolus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1196","http://icondataset.org/vulcan","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1061","http://icondataset.org/archangel-gabriel","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1061","http://icondataset.org/mary","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1355","http://icondataset.org/moses","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1355","http://icondataset.org/pope-julius-ii","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1355","http://icondataset.org/angels","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1355","http://icondataset.org/mary","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1355","http://icondataset.org/saints","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1115","http://icondataset.org/prometheus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1115","http://icondataset.org/god","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1374","http://icondataset.org/people/lorenzo-de-medici","http://www.cidoc-crm.org/cidoc-crm/E21_Person"
"http://icondataset.org/ART1374","http://icondataset.org/votary-of-saturn","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1374","http://icondataset.org/people/lorenzo-de-medici","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1030","http://icondataset.org/saturn","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1030","http://icondataset.org/jupiter","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1030","http://icondataset.org/venus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1030","http://icondataset.org/mercury","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1029","http://icondataset.org/planetary-deities","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1250","http://icondataset.org/satyr","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1251","http://icondataset.org/centaur","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1314","http://icondataset.org/blindfold-cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1416","http://icondataset.org/apollo","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1416","http://icondataset.org/companion-of-serapis","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1416","http://icondataset.org/apollo","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1005test","http://icondataset.org/pluto","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1005test","http://icondataset.org/cerberus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1005test","http://icondataset.org/pluto","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1005test","http://icondataset.org/cerberus","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1005test","http://icondataset.org/proserpina","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1143","http://icondataset.org/people/virgil","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1143","http://icondataset.org/people/virgil","http://www.cidoc-crm.org/cidoc-crm/E21_Person"
"http://icondataset.org/ART1253","http://icondataset.org/silenus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1253","http://icondataset.org/bacchus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1253","http://icondataset.org/lapiths","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1253","http://icondataset.org/ariadne","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1326","http://icondataset.org/blindfold-cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1263","http://icondataset.org/saturn","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1263","http://icondataset.org/rhea","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1310","http://icondataset.org/blindfold-cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1207","http://icondataset.org/apollo","http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object"
"http://icondataset.org/ART1207","http://icondataset.org/apollo","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1207","http://icondataset.org/muses","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1316","http://icondataset.org/aglauros","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1316","http://icondataset.org/olympian-gods","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1316","http://icondataset.org/zeus","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1316","http://icondataset.org/satyr","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1316","http://icondataset.org/cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1316","http://icondataset.org/saint-theodora-of-alexandria","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1316","http://icondataset.org/mercury-hermes","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1193","http://icondataset.org/paris","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1193","http://icondataset.org/helen","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1042","http://icondataset.org/thymbraeus-son-of-laoocoon","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1042","http://icondataset.org/laocoon","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1042","http://icondataset.org/marine-snakes","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1042","http://icondataset.org/antiphas-son-of-laoocoon","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1317","http://icondataset.org/blindfold-cupid","https://w3id.org/icon/ontology/Character"
"http://icondataset.org/ART1317","http://icondataset.org/devil","https://w3id.org/icon/ontology/Character"
