"artwork","subject2","subject1"
"http://icondataset.org/ART1383","http://icondataset.org/fall-of-phaeton-fate-of-every-temerarius","http://icondataset.org/group-of-figures"
"http://icondataset.org/ART1382","http://icondataset.org/fall-of-phaeton-fate-of-every-temerarius","http://icondataset.org/chariot"
"http://icondataset.org/ART1382","http://icondataset.org/fall-of-phaeton-fate-of-every-temerarius","http://icondataset.org/group-of-figures"
"http://icondataset.org/ART1382","http://icondataset.org/fall-of-phaeton-fate-of-every-temerarius","http://icondataset.org/man"
"http://icondataset.org/ART1382","http://icondataset.org/fall-of-phaeton-fate-of-every-temerarius","http://icondataset.org/eagle"
"http://icondataset.org/ART1382","http://icondataset.org/fall-of-phaeton-fate-of-every-temerarius","http://icondataset.org/thunderbolt"
"http://icondataset.org/ART1382","http://icondataset.org/fall-of-phaeton-fate-of-every-temerarius","http://icondataset.org/hurling"
"http://icondataset.org/ART1382","http://icondataset.org/fall-of-phaeton-fate-of-every-temerarius","http://icondataset.org/falling-off"
"http://icondataset.org/ART1382","http://icondataset.org/fall-of-phaeton-fate-of-every-temerarius","http://icondataset.org/horse"
"http://icondataset.org/ART1352","http://icondataset.org/slave-human-soul-in-so-far-as-it-is-devoid-of-freedom","http://icondataset.org/statue-of-a-slave"
"http://icondataset.org/ART1446","http://icondataset.org/hercules","http://icondataset.org/energy"
"http://icondataset.org/ART1446","http://icondataset.org/hercules","http://icondataset.org/forceful"
"http://icondataset.org/ART1446","http://icondataset.org/hercules","http://icondataset.org/powerful-sturdiness"
"http://icondataset.org/ART1538","http://icondataset.org/christ","http://icondataset.org/condemning-gesture"
"http://icondataset.org/ART1378","http://icondataset.org/ganymede","http://icondataset.org/immobility"
"http://icondataset.org/ART1378","http://icondataset.org/ganymede","http://icondataset.org/state-of-trance"
"http://icondataset.org/ART1008test","http://icondataset.org/mary","http://icondataset.org/smiling"
"http://icondataset.org/ART1338","http://icondataset.org/venus","http://icondataset.org/pensively"
"http://icondataset.org/ART1191","http://icondataset.org/david","http://icondataset.org/victorious"
"http://icondataset.org/ART1191","http://icondataset.org/david","http://icondataset.org/pathos"
"http://icondataset.org/ART1191","http://icondataset.org/david","http://icondataset.org/agitated-movement"
"http://icondataset.org/ART1004test","http://icondataset.org/pluto","http://icondataset.org/courteous-attitude"
"http://icondataset.org/ART1005test","http://icondataset.org/pluto","http://icondataset.org/force"
"http://icondataset.org/ART1005test","http://icondataset.org/proserpina","http://icondataset.org/backward-gaze"
"http://icondataset.org/ART1005test","http://icondataset.org/proserpina","http://icondataset.org/crying"
"http://icondataset.org/ART1265","http://icondataset.org/saturn","http://icondataset.org/gloomy"
"http://icondataset.org/ART1266","http://icondataset.org/saturn","http://icondataset.org/gloomy"
"http://icondataset.org/ART1260","http://icondataset.org/saturn","http://icondataset.org/gloomy"
"http://icondataset.org/ART1259","http://icondataset.org/saturn","http://icondataset.org/gloomy"
"http://icondataset.org/ART1535","http://icondataset.org/saturn","http://icondataset.org/despair"
"http://icondataset.org/ART1338","http://icondataset.org/cupid","http://icondataset.org/intense-devotion"
"http://icondataset.org/ART1018","http://icondataset.org/the-constellation-perseus","http://icondataset.org/terrifying-expression"
"http://icondataset.org/ART1024","http://icondataset.org/the-constellation-perseus","http://icondataset.org/terrifying-expression"
"http://icondataset.org/ART1338","http://icondataset.org/faith","http://icondataset.org/joyful-excitement"
"http://icondataset.org/ART1288","http://icondataset.org/truth","http://icondataset.org/disgust"
"http://icondataset.org/ART1317","http://icondataset.org/devil","http://icondataset.org/mors-aeterna"
"http://icondataset.org/ART1004test","http://icondataset.org/pluto","http://icondataset.org/pluto"
"http://icondataset.org/ART1525","http://icondataset.org/pluto","http://icondataset.org/triple-throated-cerberus"
"http://icondataset.org/ART1004test","http://icondataset.org/proserpina","http://icondataset.org/preserpine"
"http://icondataset.org/ART1019","http://icondataset.org/medusas-head","http://icondataset.org/caput-meduse"
"http://icondataset.org/ART1018","http://icondataset.org/the-constellation-perseus","http://icondataset.org/caput-algol"
"http://icondataset.org/ART1019","http://icondataset.org/the-constellation-perseus","http://icondataset.org/caput-meduse"
