"Artwork","CulturalPhenomenon","Type"
"http://icondataset.org/ART1078","http://icondataset.org/CF1228","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1079","http://icondataset.org/CF1228","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1078","http://icondataset.org/CF1034","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1078","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1078","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1079","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1079","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1080","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1080","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1081","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1081","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1082","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1082","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1083","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1083","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1088","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1088","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1089","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1089","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1090","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1090","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1091","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1091","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1092","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1092","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1093","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1093","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1095","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1095","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1102","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1102","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1104","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1104","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1105","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1105","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1107","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1107","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1108","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1108","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1111","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1111","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1113","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1113","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1114","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1114","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1151","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1151","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1523","http://icondataset.org/CF1240","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1523","http://icondataset.org/CF1240","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1080","http://icondataset.org/CF1275","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1081","http://icondataset.org/CF1275","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1082","http://icondataset.org/CF1275","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1083","http://icondataset.org/CF1275","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1083","http://icondataset.org/CF1041","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1088","http://icondataset.org/CF1214","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1089","http://icondataset.org/CF1214","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1090","http://icondataset.org/CF1214","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1088","http://icondataset.org/CF1238","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1088","http://icondataset.org/CF1238","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1089","http://icondataset.org/CF1238","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1089","http://icondataset.org/CF1238","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1090","http://icondataset.org/CF1238","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1090","http://icondataset.org/CF1238","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1093","http://icondataset.org/CF1238","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1093","http://icondataset.org/CF1238","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1095","http://icondataset.org/CF1238","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1095","http://icondataset.org/CF1238","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1091","http://icondataset.org/CF1236","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1092","http://icondataset.org/CF1236","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1102","http://icondataset.org/CF1236","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1104","http://icondataset.org/CF1236","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1105","http://icondataset.org/CF1236","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1107","http://icondataset.org/CF1236","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1108","http://icondataset.org/CF1236","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1091","http://icondataset.org/CF1116","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1091","http://icondataset.org/CF1116","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1092","http://icondataset.org/CF1116","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1092","http://icondataset.org/CF1116","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1102","http://icondataset.org/CF1116","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1102","http://icondataset.org/CF1116","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1104","http://icondataset.org/CF1116","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1104","http://icondataset.org/CF1116","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1105","http://icondataset.org/CF1116","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1105","http://icondataset.org/CF1116","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1107","http://icondataset.org/CF1116","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1107","http://icondataset.org/CF1116","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1108","http://icondataset.org/CF1116","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1108","http://icondataset.org/CF1116","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1092","http://icondataset.org/CF1117","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1102","http://icondataset.org/CF1117","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1104","http://icondataset.org/CF1117","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1105","http://icondataset.org/CF1117","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1107","http://icondataset.org/CF1117","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1093","http://icondataset.org/CF1297","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1095","http://icondataset.org/CF1296","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1101","http://icondataset.org/CF1115","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1102","http://icondataset.org/CF1167","http://icondataset.org/tendency"
"http://icondataset.org/ART1104","http://icondataset.org/CF1167","http://icondataset.org/tendency"
"http://icondataset.org/ART1105","http://icondataset.org/CF1167","http://icondataset.org/tendency"
"http://icondataset.org/ART1107","http://icondataset.org/CF1167","http://icondataset.org/tendency"
"http://icondataset.org/ART1108","http://icondataset.org/CF1167","http://icondataset.org/tendency"
"http://icondataset.org/ART1111","http://icondataset.org/CF1167","http://icondataset.org/tendency"
"http://icondataset.org/ART1113","http://icondataset.org/CF1167","http://icondataset.org/tendency"
"http://icondataset.org/ART1114","http://icondataset.org/CF1167","http://icondataset.org/tendency"
"http://icondataset.org/ART1523","http://icondataset.org/CF1167","http://icondataset.org/tendency"
"http://icondataset.org/ART1107","http://icondataset.org/CF1254","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1107","http://icondataset.org/CF1254","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1107","http://icondataset.org/CF1168","http://icondataset.org/cultural-reinterpretation"
"http://icondataset.org/ART1107","http://icondataset.org/CF1168","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1108","http://icondataset.org/CF1168","http://icondataset.org/cultural-reinterpretation"
"http://icondataset.org/ART1108","http://icondataset.org/CF1168","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1111","http://icondataset.org/CF1221","http://icondataset.org/cultural-movement"
"http://icondataset.org/ART1113","http://icondataset.org/CF1237","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1113","http://icondataset.org/CF1237","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1114","http://icondataset.org/CF1237","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1114","http://icondataset.org/CF1237","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1523","http://icondataset.org/CF1237","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1523","http://icondataset.org/CF1237","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1115","http://icondataset.org/CF1227","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1116","http://icondataset.org/CF1227","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1117","http://icondataset.org/CF1227","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1118","http://icondataset.org/CF1227","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1115","http://icondataset.org/CF1344","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1116","http://icondataset.org/CF1344","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1117","http://icondataset.org/CF1344","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1118","http://icondataset.org/CF1344","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1120","http://icondataset.org/CF1334","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1120","http://icondataset.org/CF1334","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1212","http://icondataset.org/CF1334","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1212","http://icondataset.org/CF1334","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1121","http://icondataset.org/CF1371","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1121","http://icondataset.org/CF1371","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1122","http://icondataset.org/CF1371","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1122","http://icondataset.org/CF1371","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1121","http://icondataset.org/CF1121","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1122","http://icondataset.org/CF1121","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1123","http://icondataset.org/CF1121","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1122","http://icondataset.org/CF1134","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1123","http://icondataset.org/CF1134","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1306","http://icondataset.org/CF1134","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1307","http://icondataset.org/CF1134","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1310","http://icondataset.org/CF1134","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1311","http://icondataset.org/CF1134","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1312","http://icondataset.org/CF1134","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1314","http://icondataset.org/CF1134","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1122","http://icondataset.org/CF1104","http://icondataset.org/cultural-interpretation"
"http://icondataset.org/ART1122","http://icondataset.org/CF1104","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1123","http://icondataset.org/CF1104","http://icondataset.org/cultural-interpretation"
"http://icondataset.org/ART1123","http://icondataset.org/CF1104","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1123","http://icondataset.org/CF1372","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1123","http://icondataset.org/CF1372","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1124","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1129","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1131","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1132","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1135","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1141","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1142","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1143","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1147","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1525","http://icondataset.org/CF1327","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1124","http://icondataset.org/CF1320","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1124","http://icondataset.org/CF1320","http://icondataset.org/moral-meaning"
"http://icondataset.org/ART1124","http://icondataset.org/CF1320","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1124","http://icondataset.org/CF1005","http://icondataset.org/moral-meaning"
"http://icondataset.org/ART1124","http://icondataset.org/CF1249","http://icondataset.org/tendency"
"http://icondataset.org/ART1126","http://icondataset.org/CF1124","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1127","http://icondataset.org/CF1124","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1126","http://icondataset.org/CF1011","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1127","http://icondataset.org/CF1011","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1129","http://icondataset.org/CF1166","http://icondataset.org/cultural-reinterpretation"
"http://icondataset.org/ART1129","http://icondataset.org/CF1166","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1131","http://icondataset.org/CF1166","http://icondataset.org/cultural-reinterpretation"
"http://icondataset.org/ART1131","http://icondataset.org/CF1166","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1132","http://icondataset.org/CF1166","http://icondataset.org/cultural-reinterpretation"
"http://icondataset.org/ART1132","http://icondataset.org/CF1166","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1525","http://icondataset.org/CF1166","http://icondataset.org/cultural-reinterpretation"
"http://icondataset.org/ART1525","http://icondataset.org/CF1166","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1129","http://icondataset.org/CF1165","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1132","http://icondataset.org/CF1165","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1130","http://icondataset.org/CF1351","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1130","http://icondataset.org/CF1351","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1135","http://icondataset.org/CF1343","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1135","http://icondataset.org/CF1343","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1139","http://icondataset.org/CF1343","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1139","http://icondataset.org/CF1343","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1140","http://icondataset.org/CF1343","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1140","http://icondataset.org/CF1343","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1135","http://icondataset.org/CF1306","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1135","http://icondataset.org/CF1306","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1139","http://icondataset.org/CF1306","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1139","http://icondataset.org/CF1306","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1140","http://icondataset.org/CF1306","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1140","http://icondataset.org/CF1306","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1135","http://icondataset.org/CF1089","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1135","http://icondataset.org/CF1089","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1137","http://icondataset.org/CF1089","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1137","http://icondataset.org/CF1089","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1138","http://icondataset.org/CF1089","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1138","http://icondataset.org/CF1089","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1139","http://icondataset.org/CF1089","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1139","http://icondataset.org/CF1089","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1140","http://icondataset.org/CF1089","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1140","http://icondataset.org/CF1089","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1137","http://icondataset.org/CF1305","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1137","http://icondataset.org/CF1305","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1138","http://icondataset.org/CF1304","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1138","http://icondataset.org/CF1304","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1141","http://icondataset.org/CF1146","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1142","http://icondataset.org/CF1146","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1143","http://icondataset.org/CF1146","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1144","http://icondataset.org/CF1146","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1148","http://icondataset.org/CF1111","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1148","http://icondataset.org/CF1061","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1150","http://icondataset.org/CF1061","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1164","http://icondataset.org/CF1061","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1170","http://icondataset.org/CF1061","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1148","http://icondataset.org/CF1008","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1149","http://icondataset.org/CF1008","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1150","http://icondataset.org/CF1008","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1156","http://icondataset.org/CF1008","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1164","http://icondataset.org/CF1008","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1171","http://icondataset.org/CF1008","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1175","http://icondataset.org/CF1008","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1177","http://icondataset.org/CF1008","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1150","http://icondataset.org/CF1112","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1150","http://icondataset.org/CF1369","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1151","http://icondataset.org/CF1094","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1151","http://icondataset.org/CF1239","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1151","http://icondataset.org/CF1239","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1151","http://icondataset.org/CF1378","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1152","http://icondataset.org/CF1126","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1153","http://icondataset.org/CF1126","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1152","http://icondataset.org/CF1324","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1153","http://icondataset.org/CF1324","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1154","http://icondataset.org/CF1024","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1155","http://icondataset.org/CF1024","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1157","http://icondataset.org/CF1055","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1158","http://icondataset.org/CF1056","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1158","http://icondataset.org/CF1150","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1158","http://icondataset.org/CF1152","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1159","http://icondataset.org/CF1151","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1160","http://icondataset.org/CF1148","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1162","http://icondataset.org/CF1148","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1161","http://icondataset.org/CF1093","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1162","http://icondataset.org/CF1093","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1161","http://icondataset.org/CF1091","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1162","http://icondataset.org/CF1147","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1164","http://icondataset.org/CF1113","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1170","http://icondataset.org/CF1113","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1164","http://icondataset.org/CF1140","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1165","http://icondataset.org/CF1140","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1166","http://icondataset.org/CF1141","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1166","http://icondataset.org/CF1130","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1168","http://icondataset.org/CF1142","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1168","http://icondataset.org/CF1262","http://icondataset.org/tendency"
"http://icondataset.org/ART1169","http://icondataset.org/CF1262","http://icondataset.org/tendency"
"http://icondataset.org/ART1170","http://icondataset.org/CF1262","http://icondataset.org/tendency"
"http://icondataset.org/ART1170","http://icondataset.org/CF1110","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1171","http://icondataset.org/CF1110","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1171","http://icondataset.org/CF1101","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1176","http://icondataset.org/CF1127","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1178","http://icondataset.org/CF1127","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1179","http://icondataset.org/CF1127","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1180","http://icondataset.org/CF1127","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1181","http://icondataset.org/CF1127","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1182","http://icondataset.org/CF1127","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1177","http://icondataset.org/CF1172","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1178","http://icondataset.org/CF1244","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1179","http://icondataset.org/CF1338","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1180","http://icondataset.org/CF1339","http://icondataset.org/formal-or-stylistic-influence"
